"LAcalc_SLiM" "LAcalc_1000ind_allmuts" "LAcalc_1000ind_NoMAFmuts" "LAcalc_1000ind_ClinalMuts" "LAcalc_1000ind_ClinalMutsLFMM" "LAcalc_1000ind_NonClinalMuts" "LAcalc_1000ind_RandomMuts_nClinal" "LAcalc_1000ind_RandomMuts_nNonClinal" "LAcalc_1000ind_nClinal" "LAcalc_1000ind_nNonClinal" "seed"
0.393 0.448 0.41 0.271 0.103 0.157 0.077 0.293 131 321 1233163
0.489 0.585 0.541 0.427 0.071 0.122 0.304 0.296 177 222 1233164
0.488 0.583 0.505 0.371 0.091 0.091 0.264 0.263 221 247 1233165
0.491 0.596 0.555 0.43 0.08 0.115 0.269 0.257 282 277 1233166
0.494 0.604 0.542 0.426 0.096 0.134 0.247 0.332 253 291 1233167
0.501 0.607 0.574 0.456 0.03 0.083 0.367 0.219 193 172 1233168
0.562 0.625 0.581 0.523 0.021 0.073 0.219 0.412 183 191 1233169
0.564 0.628 0.566 0.466 0 0.081 0.216 0.343 156 221 1233170
0.566 0.625 0.566 0.491 0 0.086 0.166 0.349 207 242 1233171
0.569 0.635 0.569 0.464 0.021 0.107 0.168 0.443 165 293 1233172
0.559 0.624 0.614 0.591 0 0.026 0.402 0.353 142 119 1233173
0.557 0.639 0.596 0.356 0.075 0.198 0.136 0.478 100 265 1233174
0.553 0.641 0.595 0.304 0.077 0.288 0.15 0.473 107 310 1233175
0.565 0.654 0.604 0.365 0.039 0.227 0.156 0.427 151 366 1233176
0.558 0.644 0.582 0.333 0.029 0.235 0.063 0.529 116 397 1233177
0.538 0.618 0.593 0.388 0.079 0.172 0.175 0.469 98 227 1233178
0.319 0.395 0.364 0.234 0.039 0.12 0.203 0.162 199 323 1233179
0.319 0.399 0.326 0.185 0.085 0.126 0.24 0.174 227 305 1233180
0.322 0.405 0.35 0.232 0.066 0.128 0.161 0.177 307 339 1233181
0.321 0.4 0.362 0.235 0.064 0.131 0.111 0.208 280 415 1233182
0.312 0.391 0.366 0.25 0.065 0.109 0.186 0.172 220 201 1233183
0.402 0.437 0.422 0.38 0.021 0.072 0.195 0.262 152 256 1233184
0.396 0.433 0.409 0.357 0 0.074 0.196 0.325 167 225 1233185
0.408 0.444 0.41 0.307 0 0.125 0.108 0.261 224 341 1233186
0.403 0.443 0.41 0.295 0 0.138 0.068 0.341 180 423 1233187
0.399 0.437 0.419 0.368 0 0.065 0.141 0.3 153 209 1233188
0.412 0.466 0.44 0.212 0.056 0.202 0.077 0.404 114 361 1233189
0.41 0.464 0.432 0.218 0.049 0.203 0.104 0.33 105 354 1233190
0.414 0.473 0.435 0.202 0 0.243 0.112 0.367 160 481 1233191
0.412 0.47 0.419 0.152 0.02 0.292 0.027 0.401 85 585 1233192
0.399 0.46 0.449 0.316 0 0.147 0.159 0.319 129 263 1233193
0.51 0.533 0.492 0.486 0.393 0.012 0.256 0.237 21 20 1233194
0.513 0.536 0.527 0.524 0.359 0.012 0.25 0.074 27 11 1233195
0.514 0.536 0.531 0.526 0.393 0.013 0.429 0.336 43 19 1233196
0.515 0.538 0.535 0.534 0.494 0.002 0.457 0.188 39 11 1233197
0.513 0.538 0.536 0.535 0.06 -0.006 0.383 0.034 22 9 1233198
0.48 0.525 0.518 0.514 0.373 0.005 0.254 0.294 27 20 1233199
0.484 0.527 0.518 0.512 0.318 0.009 0.144 0.241 34 20 1233200
0.489 0.525 0.516 0.508 0.428 0.011 0.32 0.29 34 24 1233201
0.485 0.53 0.503 0.497 0.378 0.01 0.043 0.42 42 22 1233202
0.471 0.517 0.508 0.502 0.308 0.004 0.232 0.294 30 7 1233203
0.475 0.519 0.509 0.5 0.364 0.008 0.008 0.389 20 19 1233204
0.484 0.528 0.511 0.507 0.395 0.011 0.196 0.394 30 18 1233205
0.489 0.528 0.518 0.513 0.338 0.006 0.164 0.399 36 34 1233206
0.487 0.53 0.519 0.514 0.476 0.01 0.123 0.28 29 18 1233207
0.467 0.514 0.504 0.499 0.243 0.008 0.111 0.452 27 14 1233208
0.501 0.589 0.57 0.373 0.33 0.096 0.323 0.39 25 36 1233209
0.495 0.598 0.518 0.405 0.232 0.073 0.385 0.117 45 40 1233210
0.506 0.6 0.564 0.428 0.477 0.096 0.327 0.331 49 51 1233211
0.505 0.602 0.583 0.422 0.514 0.101 0.368 0.346 44 53 1233212
0.503 0.59 0.572 0.42 0.386 0.087 0.276 0.196 38 33 1233213
0.565 0.623 0.611 0.6 0.53 0.014 0.362 0.439 36 28 1233214
0.57 0.624 0.617 0.605 0.463 0.012 0.166 0.446 43 26 1233215
0.574 0.632 0.617 0.608 0.42 0.011 0.237 0.367 56 26 1233216
0.57 0.63 0.56 0.533 0.443 0.022 0.136 0.461 45 50 1233217
0.562 0.618 0.614 0.614 0.444 0 0.344 0.422 28 18 1233218
0.562 0.642 0.538 0.376 0.411 0.102 0.133 0.501 29 35 1233219
0.565 0.634 0.622 0.414 0.39 0.13 0.129 0.408 30 44 1233220
0.571 0.642 0.61 0.479 0.404 0.113 0.187 0.525 43 47 1233221
0.568 0.647 0.626 0.419 0.492 0.159 0.016 0.563 34 56 1233222
0.552 0.632 0.622 0.487 0.374 0.105 0.205 0.38 24 30 1233223
0.319 0.398 0.36 0.226 0.222 0.097 0.163 0.107 47 45 1233224
0.322 0.402 0.32 0.198 0.133 0.099 0.108 0.113 51 50 1233225
0.328 0.408 0.38 0.252 0.282 0.102 0.248 0.186 77 45 1233226
0.321 0.41 0.375 0.234 0.248 0.102 0.077 0.176 58 59 1233227
0.332 0.408 0.382 0.221 0.124 0.101 0.113 0.109 32 37 1233228
0.4 0.43 0.423 0.415 0.165 0.012 0.125 0.329 40 31 1233229
0.403 0.433 0.421 0.409 0.321 0.015 0.339 0.226 45 35 1233230
0.409 0.443 0.434 0.415 0.236 0.031 0.187 0.298 58 64 1233231
0.408 0.438 0.426 0.413 0.317 0.013 0.071 0.368 39 63 1233232
0.407 0.437 0.425 0.417 0.368 0.013 0.241 0.206 34 20 1233233
0.419 0.473 0.449 0.21 0.331 0.18 0.159 0.411 22 56 1233234
0.422 0.473 0.382 0.264 0.322 0.101 0.03 0.291 38 63 1233235
0.413 0.465 0.447 0.267 0.313 0.169 0.058 0.304 49 79 1233236
0.413 0.472 0.457 0.239 0.352 0.19 0.041 0.408 27 99 1233237
0.4 0.457 0.447 0.335 0.22 0.113 0.045 0.276 35 46 1233238
0.493 0.587 0.565 0.469 0.461 0.065 0.261 0.346 23 6 1233239
0.5 0.593 0.541 0.465 0.35 0.066 0.181 0.121 17 8 1233240
0.5 0.601 0.592 0.44 0.494 0.085 0.302 0.366 23 17 1233241
0.501 0.597 0.413 0.428 0.423 0.016 0.213 0.264 19 18 1233242
0.493 0.59 0.573 0.461 0.144 0.065 0.328 0.106 22 15 1233243
0.563 0.621 0.617 0.616 0.439 0.002 0.306 0.282 19 5 1233244
0.565 0.625 0.621 0.616 0.589 0.007 0.485 0.304 16 7 1233245
0.578 0.625 0.619 0.613 0.577 0.009 0.181 0.428 19 4 1233246
0.57 0.629 0.623 0.62 0.557 0.005 0.213 0.443 23 10 1233247
0.547 0.611 0.607 0.607 0.367 -0.002 0.415 0.228 16 2 1233248
0.56 0.638 0.628 0.511 0.397 0.084 0.077 0.563 19 8 1233249
0.567 0.646 0.617 0.456 0.351 0.12 0.084 0.463 21 13 1233250
0.571 0.65 0.641 0.561 0.497 0.081 0.233 0.501 25 12 1233251
0.571 0.651 0.568 0.321 0.52 0.212 0.08 0.492 19 22 1233252
0.535 0.627 0.604 0.417 0.459 0.145 0.162 0.443 15 12 1233253
0.31 0.398 0.358 0.15 0.108 0.13 0.181 0.145 18 24 1233254
0.312 0.39 0.344 0.253 0.149 0.075 0.145 0.09 30 19 1233255
0.324 0.408 0.374 0.204 0.341 0.159 0.121 0.183 23 26 1233256
0.321 0.401 0.342 0.175 0.274 0.119 0.069 0.229 32 34 1233257
0.331 0.408 0.376 0.177 0.186 0.118 0.235 0.173 21 26 1233258
0.399 0.432 0.429 0.426 0.284 0.004 0.129 0.213 20 9 1233259
0.405 0.439 0.428 0.418 0.308 0.014 0.131 0.345 14 9 1233260
0.407 0.442 0.43 0.429 0.38 0 0.141 0.375 21 8 1233261
0.404 0.439 0.417 0.404 0.32 0.019 0.057 0.224 28 17 1233262
0.401 0.434 0.428 0.418 0.294 0.017 0.164 0.288 16 4 1233263
0.415 0.47 0.46 0.335 0.404 0.115 0.178 0.343 16 16 1233264
0.415 0.469 0.449 0.284 0.35 0.132 0.134 0.35 14 17 1233265
0.414 0.476 0.463 0.269 0.4 0.188 0.018 0.405 19 28 1233266
0.417 0.48 0.469 0.28 0.385 0.166 0.08 0.432 13 32 1233267
0.398 0.454 0.438 0.149 0.262 0.169 0.081 0.37 11 23 1233268
0.491 0.521 0.499 0.499 0.486 0 0.292 0.132 5 0 1233269
0.494 0.522 0.522 0.522 0.267 0 0.299 0.154 6 0 1233270
0.516 0.534 0.534 0.533 0.53 0.002 0.33 0.334 6 1 1233271
0.521 0.537 0.537 0.537 0.528 0 0.304 0.223 7 0 1233272
0.506 0.527 0.527 0.527 0.404 0 0.404 0.527 4 0 1233273
0.487 0.528 0.528 0.528 0.434 0 0.117 0.389 6 0 1233274
0.483 0.515 0.515 0.515 0.513 0 0.251 0.413 5 0 1233275
0.478 0.522 0.522 0.522 0.463 0 0.409 0.463 4 0 1233276
0.472 0.519 0.516 0.516 0.475 0 0 0.506 5 0 1233277
0.48 0.515 0.515 0.515 0.515 0 0.246 0.371 5 0 1233278
0.451 0.509 0.509 0.509 0.425 0 0.191 0.509 4 0 1233279
0.48 0.51 0.51 0.51 0.396 0 0.396 0.488 4 0 1233280
0.497 0.536 0.536 0.536 0.495 0 0.122 0.31 8 0 1233281
0.488 0.517 0.517 0.517 0.517 0 0.145 0.517 6 0 1233282
0.469 0.506 0.504 0.454 0.446 -0.078 0.021 0.504 4 2 1233283
0.481 0.544 0.544 0.372 0.378 0.075 0.212 0.242 8 7 1233284
0.491 0.577 0.551 0.403 0.308 0.084 0.153 0.415 6 5 1233285
0.496 0.6 0.575 0.481 0.508 0.029 0.429 0.16 9 5 1233286
0.508 0.609 0.484 0.425 0.447 0.023 0.289 0.405 8 2 1233287
0.435 0.511 0.498 0.387 0.404 0.07 0.301 0.217 6 5 1233288
0.575 0.626 0.626 0.61 0.561 0.003 0.401 0.576 5 1 1233289
0.569 0.618 0.618 0.617 0.583 0.001 0.185 0.134 8 1 1233290
0.562 0.613 0.612 0.612 0.605 0 0.245 0.201 8 1 1233291
0.566 0.619 0.619 0.619 0.462 0 0.081 0.411 10 0 1233292
0.543 0.586 0.586 0.586 0.579 0 0.193 0.368 7 0 1233293
0.549 0.637 0.637 0.443 0.637 0.091 0.132 0.405 5 4 1233294
0.536 0.607 0.583 0.58 0.58 0.001 0.117 0.566 8 1 1233295
0.571 0.646 0.646 0.632 0.576 0.015 0.288 0.474 8 1 1233296
0.565 0.649 0.649 0.636 0.643 -0.017 0 0.636 7 1 1233297
0.513 0.637 0.636 0.636 0.617 0 0 -0.047 6 0 1233298
0.304 0.37 0.369 0.369 0.355 0 0.287 0.193 6 0 1233299
0.3 0.366 0.36 0.36 0.358 0 0.23 0.03 6 0 1233300
0.322 0.396 0.395 0.311 0.391 0.02 0.111 0.136 7 2 1233301
0.316 0.426 0.41 0.299 0.382 0.115 0.245 0.372 6 6 1233302
0.312 0.386 0.386 0.359 0.251 0.029 0.381 0.039 6 3 1233303
0.373 0.405 0.405 0.405 0.375 0 0.128 0.162 5 0 1233304
0.391 0.429 0.428 0.428 0.411 0 0.067 0.383 5 0 1233305
0.405 0.438 0.438 0.438 0.409 0 0.19 0.191 7 1 1233306
0.366 0.416 0.416 0.416 0.375 0 0 0.258 6 0 1233307
0.38 0.432 0.432 0.415 0.415 0.004 0.026 0.182 4 1 1233308
0.411 0.457 0.457 0.41 0.451 0.053 0.099 0.379 8 2 1233309
0.389 0.43 0.43 0.421 0.421 0.013 0 0.283 6 2 1233310
0.413 0.475 0.475 0.425 0.425 0 0 0.373 5 3 1233311
0.416 0.465 0.465 0.454 0.462 0.016 0 0.43 7 1 1233312
0.384 0.443 0.443 0.443 0.298 0 0.341 0.272 6 0 1233313
0.492 0.579 0.577 0.552 0.515 0.018 0.386 0.467 7 1 1233314
0.47 0.564 0.548 0.543 0.42 0.005 0.286 0.255 8 1 1233315
0.495 0.594 0.594 0.508 0.56 0.052 0.075 0.048 6 1 1233316
0.473 0.586 0.581 0.385 0.557 0.101 -0.002 0.454 6 7 1233317
0.478 0.57 0.566 0.507 0.29 0.023 0.426 0.186 8 3 1233318
0.521 0.578 0.578 0.578 0.381 0 0.163 0.382 7 0 1233319
0.496 0.561 0.561 0.528 0.332 0.01 0.171 0.465 6 1 1233320
0.546 0.611 0.576 0.565 0.487 0.011 0.265 0.162 6 1 1233321
0.516 0.592 0.592 0.58 0.531 0.01 0 0.354 4 1 1233322
0.527 0.586 0.583 0.583 0.445 0 0.257 0.057 6 0 1233323
0.525 0.603 0.603 0.415 0.496 0.142 0.054 0.451 4 4 1233324
0.518 0.607 0.603 0.554 0.475 0.04 0.151 0.142 6 3 1233325
0.536 0.618 0.614 0.456 0.343 0.092 0.134 0.541 5 2 1233326
0.552 0.636 0.636 0.57 0.636 0.053 0.107 0.484 6 1 1233327
0.539 0.621 0.622 0.515 0.599 0.067 0 0.339 7 1 1233328
0.259 0.321 0.31 0.132 0.178 0.181 0.063 0.216 2 7 1233329
0.303 0.374 0.319 0.223 0.283 0.058 0.115 0.173 3 3 1233330
0.306 0.385 0.384 0.294 0.379 0.072 0.243 0.057 6 6 1233331
0.315 0.403 0.358 0.247 0.334 0.096 0.119 0.156 6 9 1233332
0.312 0.382 0.382 0.359 0.164 0.018 0.032 0.115 4 2 1233333
0.361 0.387 0.387 0.387 0.366 0 0.208 0.387 4 0 1233334
0.401 0.435 0.435 0.435 0.288 0 0.017 0.217 6 0 1233335
0.402 0.442 0.442 0.442 0.442 0 0.036 0.168 7 0 1233336
0.392 0.429 0.428 0.428 0.428 0 0.067 0.34 6 0 1233337
0.39 0.429 0.429 0.415 0.39 0.016 0 0.185 4 1 1233338
0.378 0.433 0.433 0.28 0.432 0.124 0.001 0.278 3 3 1233339
0.386 0.446 0.354 0.241 0.379 0.094 0.025 0.232 3 3 1233340
0.407 0.467 0.467 0.438 0.438 0.033 0 0.322 6 1 1233341
0.412 0.472 0.473 0.248 0.397 0.176 0 0.471 6 3 1233342
0.362 0.419 0.418 0.367 0.295 0.053 0.087 0.196 4 4 1233343
