"LAcalc_SLiM" "LAcalc_1000ind_allmuts" "LAcalc_1000ind_NoMAFmuts" "LAcalc_1000ind_ClinalMuts" "LAcalc_1000ind_ClinalMutsLFMM" "LAcalc_1000ind_NonClinalMuts" "LAcalc_1000ind_RandomMuts_nClinal" "LAcalc_1000ind_RandomMuts_nNonClinal" "LAcalc_1000ind_nClinal" "LAcalc_1000ind_nNonClinal" "seed"
0.408 0.443 0.415 0.355 0.072 0.073 0.086 0.375 211 491 1233157
0.403 0.436 0.396 0.351 0.114 0.041 0.135 0.123 211 217 1233158
0.412 0.46 0.354 0.27 0.15 0.116 0.057 0.306 118 412 1233159
0.407 0.458 0.429 0.222 0.069 0.19 0.132 0.341 136 440 1233160
0.42 0.468 0.428 0.238 0.118 0.2 0.126 0.347 195 546 1233161
0.418 0.476 0.451 0.192 0.146 0.221 0.05 0.432 120 652 1233162
0.393 0.45 0.416 0.254 0.12 0.164 0.11 0.363 132 311 1233163
0.489 0.588 0.543 0.434 0.106 0.119 0.223 0.255 184 218 1233164
0.488 0.582 0.506 0.369 0.056 0.099 0.261 0.149 220 239 1233165
0.491 0.596 0.556 0.415 0.057 0.131 0.254 0.229 279 274 1233166
0.494 0.606 0.561 0.417 0.08 0.13 0.21 0.329 250 289 1233167
0.501 0.606 0.576 0.462 0.024 0.079 0.372 0.264 195 169 1233168
0.562 0.626 0.586 0.502 0.02 0.1 0.238 0.353 179 187 1233169
0.564 0.625 0.562 0.47 0 0.075 0.204 0.309 155 219 1233170
0.566 0.626 0.569 0.478 0.015 0.102 0.176 0.461 201 247 1233171
0.569 0.633 0.576 0.475 0.021 0.107 0.115 0.443 177 289 1233172
0.559 0.622 0.612 0.577 0.022 0.039 0.332 0.231 138 124 1233173
0.557 0.636 0.592 0.34 0.084 0.2 0.116 0.506 99 269 1233174
0.553 0.643 0.598 0.33 0.085 0.26 0.164 0.466 116 310 1233175
0.565 0.651 0.603 0.35 0.041 0.24 0.14 0.511 146 365 1233176
0.558 0.649 0.591 0.337 0.054 0.245 0.064 0.549 111 400 1233177
0.538 0.618 0.595 0.369 0.076 0.185 0.185 0.416 93 230 1233178
0.319 0.397 0.37 0.221 0.033 0.145 0.206 0.18 186 338 1233179
0.319 0.391 0.314 0.192 0.07 0.103 0.148 0.153 222 307 1233180
0.322 0.404 0.351 0.237 0.077 0.122 0.184 0.167 310 338 1233181
0.321 0.407 0.364 0.225 0.057 0.139 0.126 0.221 277 411 1233182
0.312 0.389 0.365 0.242 0.073 0.12 0.191 0.149 211 211 1233183
0.402 0.432 0.419 0.353 0 0.08 0.188 0.297 151 263 1233184
0.396 0.428 0.406 0.363 0 0.06 0.213 0.308 156 238 1233185
0.408 0.446 0.413 0.299 0 0.135 0.133 0.307 217 353 1233186
0.403 0.444 0.407 0.304 0 0.124 0.134 0.326 186 405 1233187
0.399 0.437 0.422 0.371 0 0.064 0.222 0.277 160 211 1233188
0.412 0.467 0.442 0.203 0.067 0.2 0.076 0.343 121 354 1233189
0.41 0.464 0.428 0.201 0.044 0.214 0.127 0.357 96 359 1233190
0.414 0.474 0.436 0.221 0.027 0.218 0.087 0.363 161 474 1233191
0.412 0.471 0.416 0.172 0.018 0.258 0.046 0.391 102 557 1233192
0.399 0.453 0.446 0.316 0.045 0.153 0.14 0.365 130 265 1233193
0.51 0.534 0.518 0.53 0.453 -0.005 0.477 0.183 21 17 1233194
0.513 0.535 0.525 0.522 0.414 0.011 0.221 0.244 26 13 1233195
0.514 0.536 0.527 0.524 0.379 0.012 0.365 0.166 43 20 1233196
0.515 0.536 0.534 0.532 0.493 0.005 0.08 0.355 36 13 1233197
0.513 0.536 0.535 0.532 0.062 -0.006 0.436 0.077 22 9 1233198
0.489 0.53 0.513 0.51 0.426 0.004 0.314 0.409 23 16 1233199
0.484 0.526 0.516 0.509 0.293 0.011 0.356 0.353 35 23 1233200
0.489 0.528 0.519 0.507 0.445 0.016 0.054 0.218 34 22 1233201
0.485 0.528 0.496 0.488 0.351 0.011 0.099 0.389 40 25 1233202
0.471 0.519 0.513 0.509 0.358 0.006 0.256 0.266 31 8 1233203
0.475 0.519 0.505 0.499 0.331 0.009 0.292 0.45 19 20 1233204
0.484 0.528 0.499 0.494 0.392 0.01 0.231 0.394 28 18 1233205
0.489 0.527 0.515 0.511 0.333 0.008 0.149 0.409 37 31 1233206
0.487 0.53 0.521 0.513 0.475 0.014 0.084 0.369 25 23 1233207
0.467 0.513 0.503 0.497 0.241 0.007 0.157 0.376 27 13 1233208
0.501 0.586 0.569 0.379 0.318 0.09 0.267 0.348 27 34 1233209
0.495 0.594 0.518 0.4 0.328 0.077 0.33 0.301 42 42 1233210
0.506 0.602 0.567 0.429 0.483 0.105 0.304 0.257 51 49 1233211
0.505 0.6 0.579 0.415 0.5 0.105 0.233 0.43 40 57 1233212
0.503 0.588 0.569 0.429 0.396 0.082 0.405 0.223 40 31 1233213
0.565 0.62 0.61 0.6 0.529 0.013 0.252 0.368 34 30 1233214
0.57 0.621 0.613 0.601 0.456 0.014 0.179 0.316 45 24 1233215
0.574 0.629 0.619 0.612 0.389 0.012 0.334 0.398 57 27 1233216
0.57 0.629 0.563 0.55 0.444 0.011 0.098 0.303 53 41 1233217
0.562 0.617 0.615 0.614 0.444 0.002 0.311 0.346 28 17 1233218
0.562 0.642 0.541 0.37 0.417 0.094 0.222 0.384 25 40 1233219
0.565 0.643 0.633 0.413 0.494 0.134 0.293 0.441 29 48 1233220
0.571 0.646 0.613 0.491 0.446 0.103 0.195 0.563 44 46 1233221
0.568 0.649 0.625 0.458 0.493 0.143 0.095 0.573 35 54 1233222
0.552 0.633 0.622 0.488 0.376 0.104 0.209 0.477 23 30 1233223
0.319 0.393 0.354 0.207 0.195 0.099 0.123 0.219 45 49 1233224
0.322 0.404 0.321 0.195 0.149 0.106 0.249 0.076 52 52 1233225
0.328 0.408 0.387 0.246 0.278 0.119 0.218 0.131 71 52 1233226
0.321 0.412 0.382 0.24 0.259 0.107 0.188 0.141 56 60 1233227
0.332 0.413 0.389 0.243 0.143 0.089 0.258 0.194 30 38 1233228
0.4 0.431 0.424 0.418 0.164 0.008 0.095 0.162 40 31 1233229
0.403 0.436 0.422 0.41 0.322 0.015 0.283 0.185 44 33 1233230
0.409 0.444 0.434 0.417 0.239 0.028 0.167 0.342 62 57 1233231
0.408 0.439 0.426 0.415 0.329 0.013 0.113 0.341 45 56 1233232
0.407 0.439 0.427 0.413 0.369 0.018 0.145 0.134 32 23 1233233
0.419 0.477 0.454 0.257 0.332 0.151 0.071 0.336 26 54 1233234
0.422 0.473 0.387 0.276 0.321 0.09 0.214 0.317 41 58 1233235
0.413 0.472 0.456 0.215 0.336 0.202 0.027 0.365 54 77 1233236
0.413 0.467 0.45 0.201 0.343 0.194 0.051 0.44 28 98 1233237
0.4 0.463 0.45 0.336 0.223 0.118 0.172 0.284 33 51 1233238
0.493 0.591 0.569 0.475 0.391 0.07 0.318 0.269 23 6 1233239
0.5 0.6 0.552 0.471 0.353 0.07 0.155 0.121 16 10 1233240
0.5 0.6 0.589 0.445 0.49 0.084 0.305 0.32 22 16 1233241
0.501 0.601 0.398 0.425 0.403 0.014 0.033 0.41 19 20 1233242
0.493 0.586 0.571 0.445 0.143 0.075 0.458 0.271 22 16 1233243
0.563 0.619 0.616 0.615 0.396 0.002 0.264 0.305 19 5 1233244
0.565 0.626 0.623 0.619 0.546 0.004 0.18 0.418 18 4 1233245
0.578 0.628 0.62 0.617 0.579 0.006 0.41 0.422 20 4 1233246
0.57 0.632 0.624 0.619 0.547 0.005 0.179 0.564 23 7 1233247
0.547 0.607 0.603 0.603 0.341 -0.002 0.343 0.389 16 2 1233248
0.56 0.644 0.634 0.515 0.431 0.083 0.267 0.497 18 9 1233249
0.567 0.646 0.616 0.419 0.374 0.167 0.157 0.433 19 15 1233250
0.571 0.647 0.638 0.59 0.515 0.054 0.097 0.415 26 12 1233251
0.571 0.651 0.567 0.321 0.521 0.206 0.072 0.467 19 20 1233252
0.535 0.619 0.6 0.416 0.503 0.145 0.095 0.513 15 14 1233253
0.31 0.391 0.352 0.147 0.113 0.144 0.167 0.168 17 25 1233254
0.312 0.391 0.344 0.244 0.148 0.08 0.213 0.145 29 21 1233255
0.324 0.399 0.372 0.219 0.337 0.127 0.224 0.202 26 25 1233256
0.321 0.405 0.343 0.225 0.285 0.093 0.167 0.196 34 33 1233257
0.331 0.413 0.381 0.204 0.165 0.119 0.204 0.132 24 23 1233258
0.399 0.433 0.429 0.424 0.28 0.007 0.264 0.188 19 10 1233259
0.405 0.439 0.426 0.419 0.307 0.009 0.192 0.211 15 7 1233260
0.407 0.439 0.429 0.422 0.355 0.009 0.141 0.374 17 11 1233261
0.404 0.446 0.42 0.411 0.345 0.016 0.105 0.362 27 18 1233262
0.401 0.438 0.43 0.42 0.296 0.016 0.25 0.32 17 3 1233263
0.415 0.47 0.46 0.34 0.374 0.11 0.105 0.347 18 13 1233264
0.415 0.47 0.453 0.306 0.373 0.109 0.1 0.247 17 16 1233265
0.414 0.477 0.463 0.313 0.402 0.156 0.108 0.403 19 27 1233266
0.417 0.474 0.46 0.276 0.389 0.161 0.032 0.437 13 30 1233267
0.398 0.46 0.444 0.181 0.268 0.178 0.003 0.42 13 20 1233268
0.499 0.523 0.487 0.487 0.487 0 0.38 0.179 5 0 1233269
0.504 0.527 0.516 0.516 0.354 0 0.213 0.233 7 0 1233270
0.513 0.532 0.532 0.532 0.503 0 0.22 0 6 0 1233271
0.522 0.538 0.538 0.538 0.509 0 0.144 0.111 7 0 1233272
0.482 0.513 0.513 0.513 0.142 0 0 0.32 5 0 1233273
0.476 0.522 0.522 0.522 0.468 0 0.494 0.333 5 0 1233274
0.482 0.516 0.515 0.515 0.51 0 0 0.186 5 0 1233275
0.472 0.519 0.519 0.519 0.473 0 0.222 0.353 9 0 1233276
0.487 0.529 0.529 0.529 0.529 0 0.151 0.229 5 0 1233277
0.48 0.519 0.519 0.519 0.474 0 0.148 0.249 6 0 1233278
0.474 0.523 0.523 0.523 0.5 0 0.14 0.346 5 0 1233279
0.482 0.516 0.514 0.514 0.514 0 0.247 0.196 4 0 1233280
0.49 0.526 0.526 0.526 0.471 0 0.351 0.166 8 0 1233281
0.491 0.53 0.53 0.53 0.53 0 0.221 0.53 5 0 1233282
0.474 0.509 0.509 0.467 0.419 -0.08 0.081 0.509 5 1 1233283
0.481 0.544 0.544 0.378 0.364 0.074 0.28 0.35 8 7 1233284
0.491 0.575 0.549 0.403 0.353 0.081 0.312 0.301 6 5 1233285
0.496 0.601 0.576 0.479 0.511 0.033 0.1 0.23 9 5 1233286
0.508 0.609 0.488 0.426 0.447 0.021 0.127 0.271 8 2 1233287
0.435 0.528 0.514 0.423 0.413 0.068 0.109 0.207 7 4 1233288
0.575 0.625 0.624 0.611 0.611 0.002 0.002 0.396 5 1 1233289
0.569 0.62 0.62 0.619 0.585 0.001 0.333 0.559 8 1 1233290
0.562 0.615 0.614 0.614 0.607 0 0.332 0.614 8 1 1233291
0.566 0.619 0.619 0.619 0.465 0 0.083 0.614 9 1 1233292
0.543 0.587 0.586 0.586 0.578 0 0.258 0.278 7 0 1233293
0.549 0.643 0.644 0.453 0.643 0.092 0.047 0.433 5 5 1233294
0.536 0.607 0.583 0.58 0.58 0.001 0.071 0.49 8 1 1233295
0.571 0.65 0.65 0.638 0.581 0.014 0.185 0.401 8 1 1233296
0.565 0.646 0.646 0.632 0.641 -0.016 0 0.646 7 1 1233297
0.513 0.637 0.636 0.636 0.636 0 0 0.393 6 0 1233298
0.304 0.375 0.375 0.375 0.375 0 0.046 0.355 6 0 1233299
0.3 0.366 0.36 0.358 0.307 0.002 0.054 0.039 5 1 1233300
0.322 0.398 0.398 0.311 0.394 0.022 0.149 0.038 7 2 1233301
0.316 0.429 0.411 0.302 0.382 0.111 0.297 0.298 6 6 1233302
0.312 0.385 0.385 0.359 0.236 0.027 0.228 0.259 6 3 1233303
0.373 0.403 0.403 0.403 0.376 0 0.06 0.403 5 0 1233304
0.391 0.429 0.428 0.428 0.411 0 0.243 0.4 5 0 1233305
0.405 0.44 0.44 0.44 0.354 0 0.19 0.412 7 1 1233306
0.366 0.419 0.419 0.419 0.347 0 0.074 0.347 6 0 1233307
0.38 0.434 0.434 0.419 0.419 0.004 0.023 0.434 4 1 1233308
0.411 0.458 0.458 0.408 0.451 0.053 0.005 0.322 8 2 1233309
0.389 0.432 0.432 0.422 0.432 0.013 0.166 0.191 6 2 1233310
0.413 0.474 0.474 0.434 0.434 0.001 0.093 0.438 5 3 1233311
0.416 0.466 0.466 0.455 0.463 0.017 0.09 0.358 7 1 1233312
0.384 0.445 0.445 0.445 0.306 0 0.191 0.445 6 0 1233313
0.492 0.579 0.578 0.554 0.516 0.018 0.37 0.164 7 1 1233314
0.47 0.563 0.548 0.543 0.419 0.005 0.332 0.293 8 1 1233315
0.495 0.595 0.595 0.595 0.561 0 0.595 0.222 7 0 1233316
0.473 0.587 0.583 0.406 0.559 0.076 0.158 0.287 7 6 1233317
0.478 0.573 0.565 0.528 0.559 0.016 0.203 0.244 9 2 1233318
0.521 0.581 0.581 0.581 0.386 0 0.005 0.309 7 0 1233319
0.496 0.561 0.56 0.528 0.336 0.01 0.1 0.268 6 1 1233320
0.546 0.604 0.565 0.556 0.483 0.01 0.01 0.291 6 1 1233321
0.516 0.59 0.59 0.577 0.527 0.011 0.04 0.59 4 1 1233322
0.527 0.591 0.589 0.589 0.449 0 0.58 0.325 6 0 1233323
0.525 0.606 0.606 0.505 0.492 0.076 0.143 0.606 5 3 1233324
0.518 0.608 0.603 0.554 0.579 0.039 0.166 0.399 6 3 1233325
0.536 0.617 0.614 0.528 0.344 0.053 0.052 0.324 6 1 1233326
0.552 0.64 0.64 0.578 0.64 0.048 0 0.633 6 1 1233327
0.539 0.62 0.62 0.62 0.597 0 0 0.373 8 0 1233328
0.259 0.318 0.296 0.132 0.175 0.168 0.179 0.123 2 6 1233329
0.303 0.372 0.316 0.221 0.279 0.059 0.279 0.221 3 3 1233330
0.306 0.384 0.384 0.293 0.38 0.072 0.183 0.26 6 6 1233331
0.315 0.413 0.357 0.252 0.329 0.094 0.129 0.187 6 9 1233332
0.312 0.379 0.379 0.357 0.145 0.018 0.375 0.095 4 2 1233333
0.361 0.393 0.392 0.392 0.37 0 0.002 0.2 4 0 1233334
0.401 0.434 0.434 0.434 0.289 0 0.067 0.164 6 0 1233335
0.402 0.441 0.441 0.441 0.441 0 0.084 0.433 7 0 1233336
0.392 0.428 0.427 0.427 0.427 0 0.187 0.313 6 0 1233337
0.39 0.425 0.424 0.413 0.389 0.012 0.033 0.167 4 1 1233338
0.378 0.433 0.433 0.282 0.433 0.13 0.073 0.195 3 3 1233339
0.386 0.444 0.354 0.244 0.378 0.091 0.259 0.354 3 3 1233340
0.407 0.468 0.468 0.437 0.468 0.033 0.171 0.321 6 1 1233341
0.412 0.471 0.471 0.244 0.392 0.178 0.076 0.387 6 3 1233342
0.362 0.424 0.422 0.375 0.375 0.05 0.287 0.179 4 3 1233343
