"seed" "subpopID" "indID" "indSubpopIndex" "subpop" "phen_sal" "phen_temp" "sal_opt" "temp_opt" "fitness" "subset" "N" "opt0" "opt1" "x" "y" "PC1" "PC2" "PC3" "LFMM_U1_temp" "LFMM_U1_sal" "LFMM_U2_temp" "LFMM_U2_sal" "RDA1" "RDA2" "RDA1_corr" "RDA2_corr" "RDA_PC1" "RDA_PC2" "RDA_PC1_corr" "RDA_PC2_corr" "RDA_predict_tempPhen_20KSNPs" "RDA_predict_salPhen_20KSNPs" "RDA_predict_tempPhen_20KSNPs_structcorr" "RDA_predict_salPhen_20KSNPs_structcorr"
"8353" "1231094" 73 8386 80 73 0 0.679599 -0.555556 0.555556 0.969695 TRUE 96 -0.555556 0.555556 3 8 -54.3586 -8.06895 -29.1582 -4.78919420203409 -36.2668262886332 -18.7596362313535 -6.25403926107186 1.62302408073202 -0.469089411989424 -2.78225522895408 -0.644863173867188 0.542199584891844 1.96914455082251 1.12039305311206 -0.936957173557356 1630.91769977946 -4.75255861406347 -16.8174939669793 -8.32330386526243
"8360" "1231094" 73 8393 87 73 0 0.422814 -0.555556 0.555556 0.965373 TRUE 96 -0.555556 0.555556 3 8 -55.8872 -4.18321 -27.8893 -2.440855638363 -36.9455152637112 -18.5104306365267 -3.92445773310038 1.65279024901035 0.841348962086374 -2.69356995090117 0.684107703279923 0.323494223539021 1.93678738143858 1.07290309194669 -1.25986089181677 1663.01519632548 15.672515915064 -16.286044839704 12.2171936028776
"8367" "1231094" 73 8400 94 73 0 0.438764 -0.555556 0.555556 0.973088 TRUE 96 -0.555556 0.555556 3 8 -56.3701 -2.06636 -29.9519 -1.33490807953371 -36.5274305485069 -21.3921683182554 -2.8112947869667 1.63267648919926 0.299782862338527 -3.10383709320744 0.128963689366224 0.220819799093469 2.29470490277601 1.39181784525753 -1.14256812760777 1675.81515451818 6.01313186528729 -18.8498434665493 2.6555850092745
"8369" "1231094" 74 8402 0 74 0 0.472528 -0.333333 0.555556 0.986307 TRUE 141 -0.333333 0.555556 4 8 -50.4244 -8.45686 -29.7362 -5.00092427934475 -33.3898455792687 -20.2583114763485 -6.36472410073515 1.49254689432503 -1.7305983707298 -3.01707434878685 -1.91865659190239 0.559996201099243 2.15217187241404 1.83567989210229 -0.517346479905019 1511.40462655734 -26.2927481984675 -17.910492469358 -29.6254273592514
"8373" "1231094" 74 8406 4 74 0 0.475207 -0.333333 0.555556 0.987171 TRUE 141 -0.333333 0.555556 4 8 -54.8476 -3.42336 -29.1893 -0.651127789639359 -36.4009168360234 -20.8624368930454 -2.11838875117551 1.62669484492266 0.89201630747983 -2.94847941634332 0.730117577857933 0.154851236563016 2.22437705308804 1.61281262517937 -0.842321328815606 1644.61144433532 16.436832377402 -17.395078149662 13.154021513761
"8391" "1231094" 74 8424 22 74 0 0.608521 -0.333333 0.555556 0.994405 TRUE 141 -0.333333 0.555556 4 8 -48.7787 -12.0619 -27.6145 -7.1736083902022 -32.041596383095 -17.8568774478226 -8.47809992311767 1.43394805325384 -0.845460063582599 -2.75617085571608 -1.03048906780207 0.761717774983798 1.85323509815846 1.41458816183754 -0.0918578632984784 1436.43842213077 -12.6360092538692 -16.5497008650251 -16.0314182357276
"8396" "1231094" 74 8429 27 74 0 0.60803 -0.333333 0.555556 0.994508 TRUE 141 -0.333333 0.555556 4 8 -51.3944 -10.6208 -35.0043 -6.44224603843273 -33.563019513253 -23.7012498277841 -7.81767581391524 1.5001275447941 -0.174929723136532 -3.42477650669289 -0.388634040551546 0.693526863174569 2.57750422298929 2.16654614325001 -0.199031948858603 1496.49667274897 -1.1421781444132 -20.1525980274513 -4.54369247569939
"8406" "1231094" 74 8439 37 74 0 0.731754 -0.333333 0.555556 0.939796 TRUE 141 -0.333333 0.555556 4 8 -51.2737 -9.33135 -29.3531 -5.24168421089369 -33.8198093595045 -19.3118432824678 -6.61630317563229 1.51264527156425 -0.789478227720375 -2.88716364024615 -0.971855797778925 0.582127296102631 2.03392273069904 1.54640551041799 -0.4773805966652 1498.85251641421 -12.2677957697517 -17.609280102475 -15.6042355682976
"8411" "1231094" 74 8444 42 74 0 0.565975 -0.333333 0.555556 0.999783 TRUE 141 -0.333333 0.555556 4 8 -58.7138 -2.73154 -29.0505 -1.17648823375771 -39.8148340874445 -21.3738986849357 -2.7854557176853 1.77847699148554 0.45829046847282 -3.27649589981112 0.274489752073204 0.203803251535895 2.28813555418061 1.0092636590599 -1.51042318502073 1784.47646039161 11.0121705654252 -20.1011202169897 7.38763348308294
"8426" "1231094" 74 8459 57 74 0 0.416932 -0.333333 0.555556 0.962296 TRUE 141 -0.333333 0.555556 4 8 -47.7951 -15.7307 -31.9202 -9.34486115985782 -30.8847229967279 -20.4780757422289 -10.6032436299988 1.38342671087867 0.669880837301665 -2.7522936256118 0.476781434241976 0.963183759431551 2.17723365970141 2.19001561877459 0.56410301592276 1398.23670959227 11.4692614861389 -15.5779248271485 8.04026131011252
"8489" "1231094" 74 8522 120 74 0 0.550494 -0.333333 0.555556 0.999949 TRUE 141 -0.333333 0.555556 4 8 -51.6104 -12.4963 -34.4954 -6.98165495846728 -33.6659929510026 -22.4563983814044 -8.36262959885602 1.50453127708044 -0.877976988371892 -3.37683388183051 -1.09321595140267 0.743912780213721 2.42412490047917 2.04816432200305 -0.399798300300597 1501.81451240855 -11.9208365732663 -20.2368062421437 -15.385539284412
"8498" "1231094" 74 8531 129 74 0 0.375441 -0.333333 0.555556 0.937177 TRUE 141 -0.333333 0.555556 4 8 -52.0226 -7.85097 -21.3503 -4.764900220285 -34.6489695166524 -15.1918691206754 -6.14787706068472 1.55289687057162 1.2403510353053 -2.07628353542342 1.10265923675268 0.537207409589731 1.52065505777587 0.969141863927175 -0.64350158924057 1551.54371887229 21.0991164889974 -12.9664624229935 17.6856406175732
"8509" "1231094" 74 8542 140 74 0 0.381496 -0.333333 0.555556 0.941206 TRUE 141 -0.333333 0.555556 4 8 -56.6342 -5.9494 -32.937 -3.98388956602557 -37.1326920918244 -22.7935638457566 -5.4974002967567 1.65919169010929 -0.948186860057753 -3.44044432064336 -1.15152123309097 0.465197914097912 2.46566540095141 1.50083990676451 -1.36515105023245 1676.25156082987 -13.6205827628875 -20.8065514839292 -17.1982231131277
"8512" "1231094" 75 8545 2 75 0 0.56917 -0.111111 0.555556 0.999629 TRUE 172 -0.111111 0.555556 5 8 -50.4898 -10.376 -31.2644 -6.05196645850849 -33.3033371420578 -20.7206565809691 -7.40585722233709 1.48955315477987 0.545737808656783 -2.99792481954777 0.355104411548864 0.654811275083861 2.20300864908519 1.84810037998576 -0.150657366338302 1504.69561936222 10.769266465908 -17.8629253704979 7.37395858564134
"8530" "1231094" 75 8563 20 75 0 0.48619 -0.111111 0.555556 0.990423 TRUE 172 -0.111111 0.555556 5 8 -48.7182 -6.40507 -25.8369 -4.00363407329085 -32.6960049516577 -18.0145942050217 -5.32599738564643 1.4626956107287 0.303379909247613 -2.58895436561052 0.142591257064781 0.464467236962901 1.86768811547216 1.46989769607807 0.613561316406258 1494.25454290617 6.76115123579105 -15.7352824904497 3.53582220627052
"8546" "1231094" 75 8579 36 75 0 0.561825 -0.111111 0.555556 0.999921 TRUE 172 -0.111111 0.555556 5 8 -54.9875 0.349174 -19.5073 0.856682301670602 -37.4776060716988 -15.1855119746932 -0.633824632914881 1.67666478079081 1.43962071272713 -2.18200861898172 1.32258644004485 0.0122805244037618 1.51547535916919 0.66364489053146 -1.06195098390587 1687.94466523491 27.1602827312993 -13.2485241501727 23.8870895628194
"8577" "1231094" 75 8610 67 75 0 0.582056 -0.111111 0.555556 0.998596 TRUE 172 -0.111111 0.555556 5 8 -57.4438 -10.4646 -31.4261 -5.86066643330221 -38.5205460055816 -20.9852387473131 -7.41718737895484 1.7238638585533 0.299102058387573 -3.01508088661803 0.105539197925515 0.637082892698888 2.23598959398931 1.19490615366315 -1.37009450290501 1749.15281742348 8.78908635765143 -18.2897029361489 4.88482383685304
"8611" "1231094" 75 8644 101 75 0 0.353706 -0.111111 0.555556 0.921745 TRUE 172 -0.111111 0.555556 5 8 -48.3221 -7.22929 -26.8021 -3.76280835941183 -31.5460030510106 -17.5664225913477 -5.03562787347091 1.41166929830489 0.794394267276754 -2.49277388904945 0.641894303407566 0.441951906625446 1.81166952686914 1.61642036591459 0.220514253007968 1396.57671524183 13.3644258002389 -15.0959309156958 10.3399954792906
"8617" "1231094" 75 8650 107 75 0 0.700801 -0.111111 0.555556 0.958685 TRUE 172 -0.111111 0.555556 5 8 -54.1773 -4.42098 -30.0473 -2.1394867566211 -36.2492032840746 -20.8536670543302 -3.5970200590601 1.62213973799136 0.966240994633089 -2.68681339202808 0.810296481715269 0.290963957462037 2.21910188647059 1.71165791468827 -0.80843309789806 1637.48730063493 19.1937282001526 -16.4442905268244 15.8315675206345
"8630" "1231094" 75 8663 120 75 0 0.520465 -0.111111 0.555556 0.99754 TRUE 172 -0.111111 0.555556 5 8 -56.2344 -0.129293 -25.8359 -0.169426960380006 -37.245530153364 -17.4641615658672 -1.65955657378107 1.66670845450699 -0.139151382698989 -2.33611131115438 -0.267161396393984 0.108145925369186 1.79993435400732 1.07786031790962 -1.27581000439481 1691.78385830431 0.486893832471178 -14.5327028106056 -2.84578740413266
"8638" "1231094" 75 8671 128 75 0 0.617117 -0.111111 0.555556 0.992449 TRUE 172 -0.111111 0.555556 5 8 -50.6714 -10.8425 -29.7375 -6.62145096521639 -33.1948274046735 -19.2813213601403 -7.97216407319145 1.48569940107816 -1.31318189750624 -2.80886830347472 -1.49783754820012 0.708267989930288 2.02622473727988 1.63420395076121 -0.567906876471445 1491.16363596783 -21.3472678526509 -17.1099762640609 -24.7245573424555
"8656" "1231094" 75 8689 146 75 0 0.395093 -0.111111 0.555556 0.949807 TRUE 172 -0.111111 0.555556 5 8 -54.8692 -7.72337 -30.0338 -4.1134971150235 -36.8910454551313 -20.4286734710078 -5.60828294558944 1.64900259965563 0.21920756466032 -3.14070079128781 0.0282345956030109 0.474676141487457 2.1670014419044 1.27211632250763 -1.03997032637911 1664.35197329565 6.31510150874863 -18.9846213545495 2.68412493776816
"8663" "1231094" 75 8696 153 75 0 0.365493 -0.111111 0.555556 0.930301 TRUE 172 -0.111111 0.555556 5 8 -53.4584 -11.3102 -31.2591 -6.22543567065894 -35.5522811389389 -19.5818536706567 -7.67124712998062 1.58925781983963 0.00511001137925454 -3.16352307731775 -0.197258855433634 0.671087479925732 2.06225616868498 1.20011953192164 -0.76465411147009 1585.32357790336 2.83557149031989 -19.0784187650865 -0.767547035317838
"8683" "1231094" 76 8716 1 76 0 0.376183 0.111111 0.555556 0.937678 TRUE 172 0.111111 0.555556 6 8 -50.0158 -8.20714 -31.1813 -4.92411702015488 -32.8755967945132 -21.4113886638916 -6.25492071907332 1.47083060628772 1.87077957048056 -2.86852008109698 1.69444583892187 0.547346519061943 2.28325191099337 2.10564698215169 0.12299665959949 1467.52844544474 28.1048198363341 -17.1865078462082 24.8660681591416
"8689" "1231094" 76 8722 7 76 0 0.470832 0.111111 0.555556 0.985746 TRUE 172 0.111111 0.555556 6 8 -55.8789 -6.00632 -34.3739 -3.43599364548374 -36.3862363260634 -23.7539530030467 -4.91810121960586 1.62494163929087 0.871813767893165 -3.54890639860841 0.667558638626377 0.409264765538954 2.57469191258727 1.74474082590605 -1.01353417673335 1651.78829357008 13.8033014387996 -21.771057104442 10.2965919111753
"8690" "1231094" 76 8723 8 76 0 0.792341 0.111111 0.555556 0.893924 TRUE 172 0.111111 0.555556 6 8 -53.8207 -3.43437 -24.6355 -1.89584560305397 -35.8538887244544 -17.5118802471638 -3.3311679581379 1.60411681553816 1.56113403706132 -2.50275758752737 1.41663463551286 0.265911816935126 1.79988412459615 1.20835230243159 -1.00259247182032 1603.44634627667 26.9877667295814 -16.2714419081609 23.722639902182
"8699" "1231094" 76 8732 17 76 0 0.42579 0.111111 0.555556 0.966883 TRUE 172 0.111111 0.555556 6 8 -58.3276 -5.25461 -24.4398 -2.44807067957019 -39.0016676377665 -17.7124401969781 -4.01703949805561 1.74428495921462 -0.442771639099894 -2.74420725911066 -0.606001862703877 0.317796332147136 1.82664818830736 0.614297623793348 -1.73953632000556 1753.92910647313 -2.36164873050859 -16.9314749003632 -6.02570708609845
"8727" "1231094" 76 8760 45 76 0 0.623262 0.111111 0.555556 0.990873 TRUE 172 0.111111 0.555556 6 8 -50.6288 -8.31887 -30.601 -5.25415688435488 -33.5201837923978 -21.8863156996553 -6.62574183911223 1.49787351291594 -1.01711825704764 -3.1885926065059 -1.21413176568502 0.578862147219219 2.34520690008044 2.10040377367857 -0.315765363646096 1522.91777678711 -15.8809295547412 -19.1506129464001 -19.2432618189182
"8780" "1231094" 76 8813 98 76 0 0.621311 0.111111 0.555556 0.99139 TRUE 172 0.111111 0.555556 6 8 -61.7959 1.84776 -23.2717 1.34719481555853 -41.8801240812505 -18.2718280126478 -0.321294037222388 1.87345968068683 1.14211972594827 -2.5077939487704 1.01065387249356 -0.0354759719026736 1.89452941406005 0.548288130300705 -2.12260366814863 1895.22060611653 20.1333129734478 -15.1246341579988 16.4843620890666
"8784" "1231094" 76 8817 102 76 0 0.603491 0.111111 0.555556 0.995415 TRUE 172 0.111111 0.555556 6 8 -48.9834 -14.5247 -30.629 -7.88250088361646 -32.8354705046548 -20.6262596312258 -9.22140062859 1.46896760489337 0.752734271343879 -3.0538809892538 0.547739765741529 0.8226920632986 2.18695706040634 1.73431957875354 0.47007139268599 1472.12558266516 14.2841286757208 -18.5125331548776 10.7652490166672
"8815" "1231094" 76 8848 133 76 0 0.855839 0.111111 0.555556 0.834986 TRUE 172 0.111111 0.555556 6 8 -56.0244 -4.25517 -29.6249 -1.54295510404021 -37.3476196033221 -20.8311101441355 -3.04244146029828 1.67050144859932 1.77928263301696 -2.78330277670942 1.62134566747483 0.233054464480966 2.21154391564054 1.52197269199896 -0.752724758796982 1694.49136949495 32.6873444369864 -16.8428988955786 29.2821323841975
"8826" "1231094" 76 8859 144 76 0 0.540763 0.111111 0.555556 0.999562 TRUE 172 0.111111 0.555556 6 8 -53.7993 -8.48671 -28.5711 -4.96513205434757 -35.8457129038536 -19.7918752635197 -6.41270378668226 1.60437163871952 0.0532801495640743 -2.75027702351645 -0.121025174921278 0.551677097934949 2.08424552227747 1.46275850768029 -0.633578105674883 1616.86376129719 0.468124236473929 -16.3914371129726 -3.05501627972117
"8834" "1231094" 76 8867 152 76 0 0.311672 0.111111 0.555556 0.887845 TRUE 172 0.111111 0.555556 6 8 -47.7597 -10.8653 -29.9641 -7.01142460989609 -31.3537510921849 -20.879757195405 -8.27924685296429 1.40458885928496 1.70403884445451 -2.60950362085604 1.53110529540908 0.741430024278607 2.21738909839277 2.41412699236571 0.352441122216184 1416.54856326754 30.1095725285492 -16.0063449503684 26.8033824494603
"8878" "1231094" 77 8911 24 77 0 0.575174 0.333333 0.555556 0.99923 TRUE 141 0.333333 0.555556 7 8 -59.2951 2.32006 -18.7658 2.33423916160727 -39.9097104808812 -14.5703954999661 0.751872307453279 1.78579090067094 0.789164315358519 -2.1008307619097 0.683416444244207 -0.12939673940733 1.43145960024031 0.263189447630515 -2.08904852358117 1777.52896786537 13.3263320186544 -12.4038014435783 9.991275860047
"8879" "1231094" 77 8912 25 77 0 0.751873 0.333333 0.555556 0.925814 TRUE 141 0.333333 0.555556 7 8 -55.293 -6.08183 -27.0987 -2.73148431070611 -36.1510350542546 -19.1096693539526 -4.18493533577681 1.61679956806355 1.51897090982613 -2.78084153716096 1.35649899314302 0.341371243726957 1.9940413849385 1.26681454027341 -0.900061749381429 1622.29725566265 26.5706890402591 -16.8244796392173 23.1684199180479
"8904" "1231094" 77 8937 50 77 0 0.617749 0.333333 0.555556 0.992294 TRUE 141 0.333333 0.555556 7 8 -55.538 -4.32664 -33.5344 -2.54539414970258 -36.9070458507206 -23.4848032614896 -4.03208923549477 1.65067355629631 2.57279232768998 -3.06265823678698 2.39754412728016 0.323776712811266 2.53573731436413 1.93422837101158 -0.481745964424383 1640.20639808441 44.4588478748772 -18.2550091134154 41.0809699444645
"8936" "1231094" 77 8969 82 77 0 0.466624 0.333333 0.555556 0.984307 TRUE 141 0.333333 0.555556 7 8 -45.8514 -9.83057 -29.4466 -5.82103237378907 -30.2525109100167 -18.9417044254176 -7.04694265992708 1.35387216928299 1.42733137592598 -2.57002363861133 1.26126389786858 0.628627834726372 1.9733147924622 2.14994980983286 0.706550124506336 1356.27034127292 24.4389801493198 -15.0701740623203 21.3241094810629
"8939" "1231094" 77 8972 85 77 0 0.715761 0.333333 0.555556 0.949964 TRUE 141 0.333333 0.555556 7 8 -49.0514 -2.81493 -25.2444 -1.57828981237937 -32.1460701572955 -17.2706809925151 -2.86045326593794 1.43925095740957 2.51201681794776 -2.23390903616222 2.38592604706235 0.233871528136133 1.76481394084174 1.77332470079659 -0.107956098851494 1436.51542286363 42.9755025870251 -13.5529499467478 40.0648579980355
"8951" "1231094" 77 8984 97 77 0 0.439547 0.333333 0.555556 0.973443 TRUE 141 0.333333 0.555556 7 8 -56.7483 -1.39432 -19.8661 -0.548967436926532 -36.5490348351212 -14.5725104693999 -2.00143728252596 1.63659377431718 1.03016365358139 -2.05017893907521 0.917150202146112 0.138612196924974 1.43174889444751 0.547203567645673 -1.3476736618999 1654.95645047582 21.0748191540973 -11.9172989159494 17.8212239369624
"8977" "1231094" 77 9010 123 77 0 0.588549 0.333333 0.555556 0.997825 TRUE 141 0.333333 0.555556 7 8 -54.6238 -8.7903 -30.7733 -4.56385596871285 -35.7288672096153 -20.4775341628052 -6.00527952304198 1.59854725648198 1.32468860440773 -2.89682034890246 1.14695254747527 0.511781165259911 2.1639581336554 1.53279866886727 -0.747116795208529 1635.88720706773 24.2220197715446 -17.0932909887089 20.6573769815003
"8979" "1231094" 77 9012 125 77 0 0.523857 0.333333 0.555556 0.997992 TRUE 141 0.333333 0.555556 7 8 -52.0561 -4.37614 -20.6941 -2.0834699956069 -34.5851003085141 -15.193948433696 -3.4614537709292 1.5488096176241 1.10585374235305 -2.03855801317515 0.983583335335879 0.281278535146094 1.5090006873389 1.20657978076476 -0.611152930596087 1563.54873038313 21.5283186285726 -12.0472761135044 18.313904039485
"8981" "1231094" 77 9014 127 77 0 0.690689 0.333333 0.555556 0.964137 TRUE 141 0.333333 0.555556 7 8 -57.624 -4.64983 -28.5406 -1.94805549691711 -38.6511551323104 -19.7116051623933 -3.49190850974994 1.72921919081169 3.10374223400129 -2.77053171651686 2.94468120821211 0.26807149373669 2.06697266125055 1.15231091647604 -1.28794782455814 1742.26273507645 52.8311424326033 -16.0008986242455 49.2744727637429
"8987" "1231094" 77 9020 133 77 0 0.676326 0.333333 0.555556 0.97125 TRUE 141 0.333333 0.555556 7 8 -56.2541 -2.00416 -28.4943 -0.664544426448958 -37.4511013783733 -20.1733477482621 -2.16955692533621 1.67387950907563 1.74457747988732 -2.90764620108156 1.58541437092303 0.149156550992167 2.12580517058838 1.35965257275274 -1.08762757113209 1688.84202221679 31.2799027486807 -16.9436443102369 27.8735754964552
"9001" "1231094" 78 9034 6 78 0 0.416696 0.555556 0.555556 0.96217 TRUE 96 0.555556 0.555556 8 8 -52.3976 -5.42303 -27.9647 -2.83989884976764 -34.4227253144006 -20.0478629338331 -4.22364625682203 1.54041608573069 2.00156732432386 -2.61978773028836 1.84780997233279 0.349088891924344 2.10591593916446 1.74544753265769 -0.169984936930114 1561.75764091536 35.1458767590251 -16.2611312345802 31.8784013507094
"9003" "1231094" 78 9036 8 78 0 0.241679 0.555556 0.555556 0.82116 TRUE 96 0.555556 0.555556 8 8 -52.6837 -5.09932 -30.3513 -2.47693405723944 -34.9481090447719 -21.4086220873959 -3.88547085590999 1.56258045975375 2.13401116348327 -2.90993051500184 1.96694315081631 0.315277245787486 2.27435894507211 2.00169665623006 -0.519291204918539 1571.82666241654 37.1528291185002 -17.7438564337544 33.9136219888689
"9011" "1231094" 78 9044 16 78 0 0.686669 0.555556 0.555556 0.966203 TRUE 96 0.555556 0.555556 8 8 -53.0977 -6.52436 -27.7203 -3.33694637454542 -35.5192896157041 -20.0994650103519 -4.7709177845454 1.58935571467843 0.162005810757537 -2.64985008213607 0.000875331874101828 0.39581627836949 2.11417597267208 1.64657926266536 -0.368258667314864 1605.46904674522 4.11162291630359 -16.4498929527538 0.668908072850083
"9025" "1231094" 78 9058 30 78 0 0.415151 0.555556 0.555556 0.96134 TRUE 96 0.555556 0.555556 8 8 -51.3652 -5.68575 -22.3224 -3.11575329883383 -33.9247913061895 -15.5345206381943 -4.47378827126078 1.51862973333077 1.20466166161641 -2.21238613442579 1.06891267102177 0.374972337613133 1.54694767853149 1.11963936137942 -0.294943054688305 1515.26421122719 22.4022165281786 -12.9217618439673 19.1925012741649
"9047" "1231094" 78 9080 52 78 0 0.609461 0.555556 0.555556 0.994205 TRUE 96 0.555556 0.555556 8 8 -48.0894 -7.22992 -27.0317 -4.39975003352905 -31.5442745682262 -18.8898690289404 -5.66831918912835 1.41305684528942 1.41274413619438 -2.29364210359104 1.26828867724009 0.49428806624747 1.96303663948861 2.1300224490487 0.628496330768419 1412.06706214389 21.7135422657283 -13.9527242608321 18.6224553457225
"9059" "1231094" 78 9092 64 78 0 0.287781 0.555556 0.555556 0.866402 TRUE 96 0.555556 0.555556 8 8 -50.9751 -2.74255 -23.7072 -1.09426576149702 -33.766881456676 -16.8211222068675 -2.44698082886519 1.51101596173222 0.968580429041681 -2.3143943768138 0.8375887934569 0.187099453384832 1.70671127220534 1.33120547417069 -0.119422085163877 1537.57838208071 15.2013569404404 -13.4180420605934 12.1195268815272
"9060" "1231094" 78 9093 65 78 0 0.594957 0.555556 0.555556 0.9969 TRUE 96 0.555556 0.555556 8 8 -55.6772 -7.63413 -25.7743 -3.52943405274019 -36.3001379944396 -17.5177532406513 -4.98181303093754 1.62443418807334 2.68087227868391 -2.63371519452016 2.52232417557841 0.413002890605242 1.79139793276241 0.935732938892555 -0.940703518962918 1637.45472366178 47.6488442755728 -15.9447062857136 44.1988451818171
"9062" "1231094" 78 9095 67 78 0 0.729179 0.555556 0.555556 0.941491 TRUE 96 0.555556 0.555556 8 8 -55.1033 -3.30258 -30.1885 -1.46815257800622 -35.4093410234474 -21.6102887018757 -2.89386298587824 1.58421310576398 0.868666695517836 -2.76387445655344 0.715675669056284 0.221872867678383 2.30081528493321 1.91298036627088 -0.852864208202865 1552.96414550449 19.8873843985215 -17.2097809561887 16.7827934995616
"9072" "1231094" 78 9105 77 78 0 0.522716 0.555556 0.555556 0.997845 TRUE 96 0.555556 0.555556 8 8 -48.1876 -10.5755 -28.0167 -6.04291329041946 -31.311120871896 -18.7630025091166 -7.29957850433911 1.40348493623847 2.35289676210054 -2.36455195453385 2.19725610529257 0.646740082468405 1.94599024598724 1.99789493831188 0.296132395235103 1416.64211166327 39.3460968304043 -13.908352604985 36.134514399214
"9073" "1231094" 78 9106 78 78 0 0.225793 0.555556 0.555556 0.804538 TRUE 96 0.555556 0.555556 8 8 -46.944 -11.3611 -29.829 -5.99470368377657 -31.3538141421502 -20.9386228323887 -7.27455829066144 1.4021014162363 0.438003794608395 -2.93086638911391 0.249671910254086 0.642855320655965 2.21825762815479 2.20379079856396 1.19654026757784 1389.47108608242 9.93761657411341 -17.3813819588308 6.7932330523399
"9091" "1231094" 79 9124 0 79 0 0.490304 0.777778 0.555556 0.991521 TRUE 55 0.777778 0.555556 9 8 -53.8128 -4.34645 -24.3765 -1.7019802462779 -35.4774062528609 -16.771618648597 -3.12107073436006 1.58743764299876 1.72802740942529 -2.43300034391793 1.58785438846763 0.24112137643122 1.69552640493127 0.966628189193169 -0.59122608174425 1602.13937570907 29.3165561499454 -14.1387353851247 26.060271622605
"9093" "1231094" 79 9126 2 79 0 0.638435 0.777778 0.555556 0.986356 TRUE 55 0.777778 0.555556 9 8 -52.0627 -8.26549 -29.3189 -4.08857447244507 -34.8905972381795 -20.1538746709294 -5.49702033632713 1.55957848844086 2.86426177070325 -3.08937455847447 2.67833196421971 0.462638346261806 2.11363989210021 1.42400375288821 -0.184763587361511 1567.25019622901 48.3537994204702 -17.8422518028899 44.9378344447478
"9104" "1231094" 79 9137 13 79 0 0.551783 0.777778 0.555556 0.999972 TRUE 55 0.777778 0.555556 9 8 -58.1986 3.72167 -22.4287 3.29121975252629 -39.5447279159139 -16.6454856853431 1.72071653448635 1.76831472763478 1.50930448493902 -2.27889750694088 1.39965521031794 -0.223005210020405 1.68023682785967 0.845861327705413 -1.71353252842596 1798.75616622289 30.1934818736585 -14.1088346423223 26.9077956334594
"9110" "1231094" 79 9143 19 79 0 0.403807 0.777778 0.555556 0.954989 TRUE 55 0.777778 0.555556 9 8 -49.9184 -9.6542 -30.5913 -6.09122158967969 -32.9204424047379 -19.8601866799642 -7.41655630522039 1.47415363143898 2.64344169481144 -2.68211432284119 2.47085834409629 0.648912592032206 2.07770612585034 1.93093132080319 0.0296559140748857 1483.40908026883 44.8847565004779 -15.5824658667045 41.4876595482474
"9118" "1231094" 79 9151 27 79 0 0.663487 0.777778 0.555556 0.976971 TRUE 55 0.777778 0.555556 9 8 -61.0964 5.54153 -26.977 3.70386514118089 -40.8211016322992 -21.102816035513 2.08435090371593 1.82634413980017 2.62627467340309 -2.41039577337073 2.51565825785189 -0.261702576949576 2.23192677886901 1.53907756502362 -1.81883677894696 1832.06623657249 44.8681975220823 -15.1315793624135 41.5528654267345
"9120" "1231094" 79 9153 29 79 0 0.566509 0.777778 0.555556 0.99976 TRUE 55 0.777778 0.555556 9 8 -53.7778 -4.77686 -27.2309 -2.38709690848734 -34.758114467394 -18.9371571621259 -3.78116244862465 1.55574422894272 1.42605997861454 -2.54606747735029 1.27899433594938 0.304898099727717 1.96447777906803 1.51041700782264 -0.583540986486735 1562.38475919629 25.4806879078229 -14.9069144682376 22.2766834215404
"9121" "1231094" 79 9154 30 79 0 0.325042 0.777778 0.555556 0.899179 TRUE 55 0.777778 0.555556 9 8 -50.107 -3.91499 -21.4578 -2.43535291654178 -32.4345580826349 -15.3254692248274 -3.72018592479504 1.45392789310765 3.19064181539394 -1.81486913994088 3.0825696334409 0.308929106882725 1.51502576335048 1.4880648393695 0.12420783653673 1476.89412927429 49.9395394920387 -11.192646292204 46.8824589218919
"9122" "1231094" 79 9155 31 79 0 0.355354 0.777778 0.555556 0.922967 TRUE 55 0.777778 0.555556 9 8 -55.3325 -6.72669 -31.2719 -3.56056325309567 -36.3391102073709 -20.1459775463821 -5.02029427297886 1.62557477308282 2.90445674704067 -2.94428092408755 2.73031106751642 0.413538840517893 2.1126239011654 1.24275703384674 -0.770738433886967 1637.72053865824 48.368976134363 -17.4585488468976 44.8868469566574
"9131" "1231094" 79 9164 40 79 0 0.179811 0.777778 0.555556 0.753997 TRUE 55 0.777778 0.555556 9 8 -51.6158 -12.4799 -35.203 -7.29252280300935 -33.9242329475282 -23.261047296201 -8.67178741737326 1.51801174269577 1.91740644567305 -3.19459879554156 1.71173898874015 0.760772370100041 2.50010133664302 2.11454433039787 0.0775974853753026 1523.00802556022 32.6881754928917 -18.8435406727975 29.1390827993208
"9134" "1231094" 79 9167 43 79 0 0.557964 0.777778 0.555556 0.999988 TRUE 55 0.777778 0.555556 9 8 -41.5543 -12.8603 -14.637 -7.01169448096399 -27.7538255978019 -10.95814796062 -8.1115794932944 1.24689745170481 2.05397589821787 -1.30438836713063 1.94463688156603 0.734700369760191 0.974399642424697 1.41481261479945 1.46229069178229 1271.48877298571 36.2541004746701 -7.83588413642581 33.2447883502357
